"date" "wt.data" "at.data" "lfl.data"
"1" "1990-01-01" NA "7.83125" "1.19467975741434"
"2" "1990-01-17" NA "9.29333333333333" "2.16912988794337"
"3" "1990-02-01" NA "9.72857142857143" "3.23108668225617"
"4" "1990-02-15" NA "11.2285714285714" "3.02771531940704"
"5" "1990-03-01" NA "8.20625" "2.04405721019484"
"6" "1990-03-17" NA "9.93333333333333" "1.58487195848885"
"7" "1990-04-01" NA "9.33333333333333" "1.36507072466826"
"8" "1990-04-16" NA "11.1533333333333" "1.27349886697455"
"9" "1990-05-01" NA "16.58125" "0.658491033904244"
"10" "1990-05-17" NA "15.3666666666667" "0.798707676220438"
"11" "1990-06-01" NA "14.2533333333333" "0.392492436804126"
"12" "1990-06-16" NA "15.6666666666667" "0.771650242047889"
"13" "1990-07-01" NA "16.63125" "0.614171611624605"
"14" "1990-07-17" NA "22.0266666666667" "-0.139262067333508"
"15" "1990-08-01" NA "20.50625" "-0.656333207437229"
"16" "1990-08-17" NA "18.0466666666667" "-0.912630771042668"
"17" "1990-09-01" NA "17.4666666666667" "-1.20486208851082"
"18" "1990-09-16" NA "14.9333333333333" "-1.13714523838489"
"19" "1990-10-01" NA "13.9" "-0.668088781219168"
"20" "1990-10-17" NA "13.36" "0.337899788612398"
"21" "1990-11-01" NA "9.78666666666667" "0.16946144106435"
"22" "1990-11-16" NA "7.65333333333333" "0.382082747873265"
"23" "1990-12-01" NA "4.40625" "0.0570889669841272"
"24" "1990-12-17" NA "6.88666666666667" "1.0111159456166"
"25" "1991-01-01" NA "7.38125" "2.63319194755778"
"26" "1991-01-17" NA "3.15333333333333" "2.29287140080641"
"27" "1991-02-01" NA "0.371428571428571" "1.72353161116615"
"28" "1991-02-15" NA "7.28571428571429" "1.71018781553424"
"29" "1991-03-01" NA "9.95625" "2.12435515410334"
"30" "1991-03-17" NA "9.01333333333333" "2.32792790066584"
"31" "1991-04-01" NA "10.14" "1.96571277635149"
"32" "1991-04-16" NA "8.24666666666667" "1.50910179038144"
"33" "1991-05-01" NA "10.81875" "1.35486819143252"
"34" "1991-05-17" NA "15.5333333333333" "0.747003853350656"
"35" "1991-06-01" NA "13.4866666666667" "0.894998996406533"
"36" "1991-06-16" NA "14.1533333333333" "1.08044831804044"
"37" "1991-07-01" NA "16.89375" "1.45628673293993"
"38" "1991-07-17" NA "17.58" "0.743206380432682"
"39" "1991-08-01" NA "18.55" "0.44588702260708"
"40" "1991-08-17" NA "19.78" "0.140051755447757"
"41" "1991-09-01" NA "19.7" "-0.313341819232359"
"42" "1991-09-16" NA "16.0266666666667" "0.167489887123375"
"43" "1991-10-01" NA "13.15625" "0.897872146350137"
"44" "1991-10-17" NA "9.96" "0.725291633886512"
"45" "1991-11-01" NA "9.52666666666667" "1.34477768091696"
"46" "1991-11-16" NA "8.36" "1.40052594336661"
"47" "1991-12-01" NA "3.84375" "1.1069110914828"
"48" "1991-12-17" NA "6.92" "1.13697793550166"
"49" "1992-01-01" NA "6.55" "1.10318515051324"
"50" "1992-01-17" NA "3.01333333333333" "1.0033243308391"
"51" "1992-02-01" NA "7.58666666666667" "1.56220653272866"
"52" "1992-02-16" NA "5.27142857142857" "1.61612975772367"
"53" "1992-03-01" NA "8.38125" "1.30223317349346"
"54" "1992-03-17" NA "8.63333333333333" "1.29308197939771"
"55" "1992-04-01" NA "8.8" "1.27125755113153"
"56" "1992-04-16" NA "10.8866666666667" "1.21114700807394"
"57" "1992-05-01" NA "12.90625" "1.00704509514262"
"58" "1992-05-17" NA "17.72" "0.654059791851899"
"59" "1992-06-01" NA "15.22" "0.71458246128001"
"60" "1992-06-16" NA "16.9533333333333" "0.212419587951234"
"61" "1992-07-01" NA "16.7625" "0.458610852317251"
"62" "1992-07-17" NA "18.1933333333333" "-0.131628442478436"
"63" "1992-08-01" NA "18.03125" "-0.597723370848107"
"64" "1992-08-17" NA "17.1533333333333" "0.268754062566262"
"65" "1992-09-01" NA "14.1933333333333" "0.646055573026095"
"66" "1992-09-16" NA "14.8733333333333" "1.2065694301732"
"67" "1992-10-01" NA "12.05" "0.871554838032764"
"68" "1992-10-17" NA "9.4" "1.13804665420977"
"69" "1992-11-01" NA "11.1133333333333" "1.58364135739009"
"70" "1992-11-16" NA "11.4866666666667" "2.41977536040545"
"71" "1992-12-01" NA "8.49375" "3.07702420062796"
"72" "1992-12-17" NA "5.6" "2.73997943867415"
"73" "1993-01-01" NA "8.05" "2.90296573095987"
"74" "1993-01-17" NA "9.62" "2.59798728846096"
"75" "1993-02-01" NA "6.16428571428571" "1.93462218928146"
"76" "1993-02-15" NA "6.00714285714286" "1.63996711746892"
